"Quadratic function"
"-"
"Gradient Descent, lr 0.1 on Quadratic function from (2.0, 1.5)"   "Momentum Gradient Descent, lr 0.5 on Quadratic function from (2.0, 1.5)"   "Nesterov Accelerated Gradient, lr 2.0 on Quadratic function from (2.0, 1.5)"   "Adaptive Gradient, lr 3.0 on Quadratic function from (2.0, 1.5)"   "Adaptive Moment Estimation, lr 2.0 on Quadratic function from (2.0, 1.5)"   "Nelder Mead on Quadratic function from (2.0, 1.5)"   
"label" "Gradient Descent, lr 0.1"  "label" "Momentum Gradient Descent, lr 0.5"  "label" "Nesterov Accelerated Gradient, lr 2.0"  "label" "Adaptive Gradient, lr 3.0"  "label" "Adaptive Moment Estimation, lr 2.0"  "label" "Nelder Mead"  
"n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  
"lr" "0.1"  "lr" "0.5"  "lr" "2"  "lr" "3.0"  "lr" "2.0"  "lr" "1.0"  
"mtm" "-"  "mtm" "0.9"  "mtm" "0.9"  "mtm" "-"  "mtm" "-"  "mtm" "-"  
"beta1" "-"  "beta1" "-"  "beta1" "-"  "beta1" "-"  "beta1" "0.9"  "beta1" "-"  
"beta2" "-"  "beta2" "-"  "beta2" "-"  "beta2" "-"  "beta2" "0.999"  "beta2" "-"  
x y err x y err x y err x y err x y err x y err 
2.0 1.5 2.5 2.0 1.5 2.5 2.0 1.5 2.5 2.0 1.5 2.5 2.0 1.5 2.5 2.0 1.5 2.5 
1.6 0.8999999999999999 1.835755975068582 1.8 1.2000000000000002 2.1633307652783937 1.2000000000000002 0.30000000000000027 1.2369316876852983 -0.9104275004359956 -1.4591817714964312 1.7199097871160562 1.5811387044095682e-07 -0.49999989459075 0.499999894590775 2.0 0.5 2.0615528128088303 
1.28 0.5399999999999999 1.3892443989449805 1.4400000000000002 0.6900000000000002 1.5967780058605519 0.3200000000000002 -0.060000000000000164 0.3255764119219943 0.3015169711373229 0.6179090179041062 0.68754929880776 -0.6405007983061477 -0.9887825911198821 1.1781053794684755 1.25 -0.25 1.2747548783981961 
1.024 0.32399999999999995 1.0740353811676782 0.9720000000000002 0.0930000000000002 0.9764389381830286 -0.248 -0.048000000000000154 0.25260245446155116 -0.09631211789236677 -0.22613211446524073 0.24578803316157175 -0.8479319256304041 -0.9048670772894238 1.2400697472584312 0.5 0.0 0.5 
0.8192 0.19439999999999996 0.8419501172872417 0.4536000000000002 -0.46289999999999987 0.6480967288916062 -0.43280000000000024 -0.00840000000000004 0.4328815080365529 0.030650665227975687 0.08113168046013813 0.08672838551018575 -0.853423580802372 -0.5672288757749395 1.0247343098493602 0.125 0.125 0.1767766952966369 
0.65536 0.11663999999999997 0.6656587858655515 -0.058319999999999705 -0.87063 0.8725811247672046 -0.3520800000000003 0.0022800000000000077 0.35208738233569264 -0.009750698004507445 -0.029034070050073926 0.03062765637863441 -0.7352587077666466 -0.1340820651249892 0.7473843506087485 -0.0625 -0.0625 0.08838834764831845 
0.5242880000000001 0.06998399999999998 0.5289382451666735 -0.5132159999999997 -1.0634610000000002 1.1808217313282305 -0.1708880000000002 0.001524000000000008 0.17089479547370678 0.0031018085783801035 0.010386831177298987 0.010840086639996133 -0.5364968096565506 0.27401031060655195 0.6024205151639145 -0.125 -0.125 0.1767766952966369 
0.4194304000000001 0.04199039999999998 0.4215270503020181 -0.8713007999999998 -1.0243167000000004 1.3447638402260564 -0.01193680000000008 0.00022920000000000188 0.01193900024625186 -0.000986716995041441 -0.003715694616976819 0.003844476156114656 -0.2931273583197641 0.5619815986913266 0.6338351248259934 -0.0625 -0.0625 0.08838834764831845 
0.33554432000000006 0.02519423999999999 0.3364888414397126 -1.10644704 -0.7842234900000005 1.3561827069361054 0.07231352000000002 -8.364000000000039e-05 0.07231356837025818 0.000313884633620163 0.0013292131314148244 0.0013657712516920494 -0.03973805255993962 0.6741728373276323 0.6753429702096904 -0.1328125 0.0546875 0.14363106492851746 
0.26843545600000007 0.015116543999999992 0.2688607519524408 -1.2074339520000001 -0.4112949030000005 1.275562717264862 0.08551327200000007 -4.801200000000038e-05 0.08551328547832869 -9.984986560048029e-05 -0.00047549826277157184 0.000485868905734064 0.19168838140645036 0.6035453653879529 0.6332546436051633 -0.0859375 -0.0234375 0.08907620508587015 
0.21474836480000006 0.009069926399999994 0.21493981424848985 -1.1775787776000002 0.006599805899999589 1.1775972719447971 0.057907839200000075 -6.039600000000077e-06 0.05790783951495543 3.1763248508506254e-05 0.0001700995669427697 0.00017303978337345117 0.3748229759200971 0.3877482455651427 0.5392967320654223 0.013671875 -0.064453125 0.06588721794309765 
0.17179869184000005 0.005441955839999997 0.17188486088454621 -1.0329512428800003 0.3813850827299997 1.1011098271727058 0.020941987120000047 2.9893200000000204e-06 0.02094198733335215 -1.0104209448241543e-05 -6.0849564791389465e-05 6.16827738017304e-05 0.4917647772922058 0.09556239724608179 0.5009638389671162 -0.052734375 -0.037109375 0.06448271101257491 
0.13743895347200002 0.003265173503999998 0.13747773379529432 -0.7994913373440005 0.6424148153309999 1.0256135692573791 -0.005917733767999988 1.5007560000000158e-06 0.005917733958298218 3.214250851654031e-06 2.1767659944826987e-05 2.2003691236040008e-05 0.5345963562362424 -0.19188583347514676 0.567990701675229 -0.06298828125 0.01123046875 0.06398161457148317 
0.10995116277760002 0.0019591041023999988 0.10996861500005506 -0.5094282886272006 0.7488586116057001 0.9057076798998975 -0.016980500704800013 1.5129480000000267e-07 0.016980500705474022 -1.0224855878372525e-06 -7.786925362749774e-06 7.853768737515168e-06 0.5054569145555083 -0.40214054643058084 0.6459130835921042 -0.0068359375 0.0322265625 0.03294360897154883 
0.08796093022208001 0.0011754624614399992 0.08796878399484606 -0.19742871591936056 0.6948863059317903 0.7223884523171016 -0.01571968389128002 -1.046871600000011e-07 0.01571968389162861 3.2526296968902076e-07 2.7856097879743175e-06 2.80453523606127e-06 0.41528586284409785 -0.48956063067710875 0.6419750454551448 0.0404052734375 0.0238037109375 0.04689565839131806 
0.070368744177664 0.0007052774768639995 0.0703722784444336 0.10311377110963149 0.5073339696389135 0.5177066800245362 -0.008801401928008018 -4.6535628000000676e-08 0.008801401928131041 -1.0346942852729559e-07 -9.964936774602378e-07 1.0018510726939377e-06 0.2815851481080561 -0.4445307271198671 0.5262107590963468 0.031494140625 -0.005615234375 0.031990807285741586 
0.056294995342131206 0.0004231664861183997 0.05629658577965051 0.3632906323247612 0.23707007304754169 0.43379984217342865 -0.00182170017516881 -3.4919724000000863e-09 0.0018217001751721568 3.29146679377639e-08 3.5647478462514664e-07 3.5799112759815424e-07 0.12559559799038394 -0.29177475176559564 0.31765824403348497 0.001190185546875 -0.023468017578125 0.023498178454577582 
0.04503599627370496 0.0002538998916710398 0.045036711975011655 0.5611207441859019 -0.05358144849420132 0.5636731864994795 0.002396830771318318 3.605971080000045e-09 0.0023968307713210305 -1.0470487571770672e-08 -1.2752140324403504e-07 1.2795053495518646e-07 -0.030724621479056413 -0.08045547408405446 0.08612250388325489 -0.02020263671875 -0.01190185546875 0.02344782919565903 
0.03602879701896397 0.0001523399350026239 0.03602911908567157 0.6830557704423382 -0.3044515281829298 0.7478341517659498 0.003547363936034556 1.4309885640000246e-09 0.0035473639360348447 3.3307676139372908e-09 4.5618116586921546e-08 4.573955152639803e-08 -0.1675431052448077 0.1302794213456389 0.21223435099254603 -0.02109527587890625 0.00569915771484375 0.02185156889254927 
0.028823037615171177 9.140396100157433e-05 0.028823182545473 0.7244917170288971 -0.4693442942661995 0.8632336384801721 0.002703684943978853 6.869946120000255e-11 0.002703684943978854 -1.059550744128088e-09 -1.6318927709378912e-08 1.6353288640616517e-08 -0.26947061430237396 0.287054673051342 0.3937191858331413 -0.0005950927734375 0.0117340087890625 0.011749089227288791 
0.02305843009213694 5.48423766009446e-05 0.023058495310844498 0.6893348972539105 -0.5238789248879023 0.8658127560354858 0.0012003714703594606 -1.2248901804000199e-10 0.0012003714703594669 3.370537694328385e-10 5.837755293481005e-09 5.847477414240638e-09 -0.3270853653564173 0.35549008279486793 0.48307145971982557 0.015226364135742188 0.0074596405029296875 0.016955482925212276 
0.018446744073709553 3.290542596056676e-05 0.018446773422146113 0.5887602697310315 -0.46818430746985445 0.7522201811802075 -3.143385459401988e-05 -4.361665153200091e-11 3.1433854594050144e-05 -1.0722020074873487e-10 -2.0883349367972978e-09 2.0910855983667367e-09 -0.3375313953833444 0.32716459707628465 0.47006820404013205 0.010547637939453125 -0.002849578857421875 0.010925784446274634 
0.014757395258967642 1.9743255576340053e-05 0.014757408465768689 0.4393670779873372 -0.3244222902996405 0.5461622942518048 -0.0006347629752331522 -8.360936556000701e-13 0.0006347629752331522 3.4107826380175645e-11 7.470581737330173e-10 7.478363850212767e-10 -0.30421129461951296 0.21895811650420788 0.3748161796896585 -0.0008721351623535156 -0.00844430923461914 0.008489227184572663 
0.011805916207174114 1.1845953345804031e-05 0.011805922150235749 0.26097649761927866 -0.13015201678651983 0.29163038213331594 -0.0006825223454594577 4.110837056520079e-12 0.0006825223454594577 -1.0850043296472116e-11 -2.6724444681139883e-10 2.674646103525958e-10 -0.23571901202342943 0.06614904651563988 0.24482473115318631 -0.007613182067871094 -0.0037298202514648438 0.008477741462606138 
0.009444732965739291 7.1075720074824184e-06 0.009444735640117321 0.07432732552609811 0.07072163273259274 0.10259678677339895 -0.0004333930923888274 1.3168604825160324e-12 0.0004333930923888274 3.451508114974557e-12 9.560111496357765e-11 9.566339995289174e-11 -0.14423390387710772 -0.08819692577411214 0.16906246402923092 -0.006959080696105957 0.0026034116744995117 0.0074301114716964324 
0.0075557863725914335 4.264543204489451e-06 0.007555787576061622 -0.10108966191037422 0.23736359075327554 0.2579933990637013 -0.00013547122889798132 -1.602556089719857e-14 0.00013547122889798132 -1.0979595142821865e-12 -3.419930064525987e-11 3.421692095615669e-11 -0.04362928869445558 -0.20481727613108425 0.2094125866172828 0.0004360675811767578 0.00422215461730957 0.0042446135922863315 
0.006044629098073147 2.5587259226936704e-06 0.006044629639634751 -0.2488559844121619 0.33986863482123497 0.42123626376772944 6.767819440663429e-05 -1.3649371652076308e-13 6.767819440663429e-05 3.492719862869747e-13 1.2234084979766883e-11 1.2239069662869089e-11 0.05244690821816117 -0.25792035221035226 0.26319875810109056 0.005655378103256226 0.0022695958614349365 0.0060937974092541486 
0.004835703278458518 1.5352355536162021e-06 0.004835703522161244 -0.35696007622255466 0.3641494475181515 0.5099267752771833 0.0001421816282962884 -3.9345558866509124e-14 0.0001421816282962884 -1.1110693866030455e-13 -4.376488187424464e-12 4.377898309290011e-12 0.13227898759023615 -0.24043753870328205 0.2744229228318766 0.0034795403480529785 -0.0013017058372497559 0.0037150557358482162 
0.003868562622766814 9.211413321697212e-07 0.003868562732433042 -0.41855775122965266 0.3131722894417461 0.522749915340604 0.00012256069392260012 1.8457039921235868e-15 0.00012256069392260012 3.534423687882535e-14 1.5655971726813066e-12 1.5659960798763985e-12 0.18737951945123654 -0.16386908925777327 0.2489260185756973 -0.0007619932293891907 -0.0030039027333259583 0.003099042644578827 
0.0030948500982134514 5.526847993018327e-07 0.0030948501475632543 -0.43213988361307565 0.20465838928463198 0.47815262763442234 6.372594916671595e-05 4.488267084288e-15 6.372594916671595e-05 -1.1243357936139664e-14 -5.600596647674613e-13 5.601725102119179e-13 0.2132449120408224 -0.053471960131544496 0.21984686268311307 -0.002827689051628113 -0.0011347979307174683 0.0030468987046270743 
0.002475880078570761 3.3161087958109965e-07 0.0024758801007781724 -0.40114981439684877 0.06606420128630291 0.40655338183592 8.818197122087475e-06 1.1619097260740424e-15 8.818197122087475e-06 3.576625465519345e-15 2.00349638829663e-13 2.0038156110005981e-13 0.20952607696049247 0.0594515557669892 0.21779730119900392 -0.00225619412958622 0.0011181291192770004 0.0025180597049622314 
0.001980704062856609 1.9896652774865977e-07 0.001980704072849944 -0.33314377066255974 -0.07188340816945382 0.34081079252471524 -2.2162957749061756e-05 -1.002537906065876e-16 2.2162957749061756e-05 -1.137760604372755e-15 -7.16708956283125e-14 7.16799259162377e-14 0.17965368400771287 0.1460451856271039 0.23152676394403818 0.00038099661469459534 0.0015019513666629791 0.0015495213222894136 
0.0015845632502852873 1.1937991664919587e-07 0.0015845632547822881 -0.2386239542354436 -0.18165957504574412 0.2999026387692503 -2.878835208501167e-05 -1.4626710978938088e-16 2.878835208501167e-05 3.619331141441417e-16 2.5638764862120335e-14 2.5641319373897483e-14 0.1300240704048114 0.1870001883588707 0.2277615624526853 0.00207314221188426 0.0006633545272052288 0.0021766850620749054 
0.00126765060022823 7.162794998951752e-08 0.0012676506022518803 -0.12969372402749474 -0.24412621022525657 0.2764381821873855 -2.0585708418981964e-05 -3.385475387615555e-17 2.0585708418981964e-05 -1.1513457102541695e-16 -9.17173223373843e-15 9.172454858806433e-15 0.06889410442839769 0.1765189814872973 0.18948706670985166 0.00112809706479311 -0.0005590645596385002 0.0012590298524811157 
0.0010141204801825839 4.297676999371051e-08 0.0010141204810932265 -0.018687144437591285 -0.2515209398417665 0.25221417990691347 -8.250103218374325e-06 4.470284816091439e-18 8.250103218374325e-06 3.6625467323024547e-17 3.2809955011397418e-15 3.2811999182244068e-15 0.005152074283102756 0.12240587338668829 0.12251425104442575 -0.00042675959412008524 -0.0010565804550424218 0.001139511302774655 
0.0008112963841460671 2.5786061996226306e-08 0.0008112963845558563 0.08308749163708096 -0.20787200852827212 0.22386224155967 1.2177406692792238e-06 4.7265608324429945e-18 1.2177406692792238e-06 -1.1650930252163864e-17 -1.1737075619041922e-15 1.1737653875655153e-15 -0.05286986558297483 0.04271208456077495 0.0679672336813013 -0.00103657110594213 -0.0003316772636026144 0.0010883425310374527 
0.0006490371073168537 1.5471637197735783e-08 0.0006490371075012589 0.16637591494057788 -0.12701356864047275 0.2093164869070339 5.46456634539431e-06 9.709397681237552e-19 5.46456634539431e-06 3.706278326596305e-18 4.19869347700276e-16 4.198857054452907e-16 -0.0983960163164931 -0.039837956321097406 0.10615478694245135 -0.0007165014103520662 0.00046075807767920196 0.000851864001577208 
0.000519229685853483 9.282982318641468e-09 0.0005192296859364654 0.2246979044196673 -0.02883825901335879 0.22654093103347023 5.402152645294131e-06 -1.8137415280717374e-19 5.402152645294131e-06 -1.179004486070656e-18 -1.5019948312529104e-16 1.5020411040541722e-16 -0.126910886900809 -0.1040517692248057 0.1641132045045802 0.00021337979706004262 0.0005282902275212109 0.0005697556513873275 
0.0004153837486827864 5.5697893911848804e-09 0.00041538374872012845 0.2547179045088811 0.06528717145371554 0.2629517553351229 3.2100847371263896e-06 -1.5150622265452783e-19 3.2100847371263896e-06 3.750532085514738e-19 5.3730725652325974e-17 5.373203461655593e-17 -0.13650541978057112 -0.13549638744756923 0.19233564578832427 0.0007507558548240922 0.00018272166926180944 0.0007726717038758928 
