"Hyeprbolic paraboloid"
"Pozor, desired_minimum je nastaveno na lokální minimum - tam se stejně všechny metody seknou."
"Gradient Descent, lr 0.5 on Hyeprbolic paraboloid from (1.0, 0)"   "Momentum Gradient Descent, lr 0.1 on Hyeprbolic paraboloid from (1.0, 0)"   "Nesterov Accelerated Gradient, lr 5.0 on Hyeprbolic paraboloid from (1.0, 0)"   "Adaptive Gradient, lr 3.0 on Hyeprbolic paraboloid from (1.0, 0)"   "Adaptive Moment Estimation, lr 1.0 on Hyeprbolic paraboloid from (1.0, 0)"   
"label" "Gradient Descent, lr 0.5"  "label" "Momentum Gradient Descent, lr 0.1"  "label" "Nesterov Accelerated Gradient, lr 5.0"  "label" "Adaptive Gradient, lr 3.0"  "label" "Adaptive Moment Estimation, lr 1.0"  
"n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  
"lr" "0.5"  "lr" "1"  "lr" "5"  "lr" "3.0"  "lr" "1.0"  
"mtm" "-"  "mtm" "0.9"  "mtm" "0.9"  "mtm" "-"  "mtm" "-"  
"beta1" "-"  "beta1" "-"  "beta1" "-"  "beta1" "-"  "beta1" "0.9"  
"beta2" "-"  "beta2" "-"  "beta2" "-"  "beta2" "-"  "beta2" "0.999"  
x y err x y err x y err x y err x y err 
1.0 0 1.0 1.0 0 1.0 1.0 0 1.0 1.0 0 1.0 1.0 0 1.0 
0.9 0.0 0.9 0.98 0.0 0.98 0.9 0.0 0.9 0.41165159458544787 0.0 0.41165159458544787 1.58113633019763e-06 0.0 1.58113633019763e-06 
0.81 0.0 0.81 0.9424 0.0 0.9424 0.73 0.0 0.73 0.1702424591071712 0.0 0.1702424591071712 -0.07160871529531124 0.0 0.07160871529531124 
0.7290000000000001 0.0 0.7290000000000001 0.8897120000000001 0.0 0.8897120000000001 0.521 0.0 0.521 0.07046063783725762 0.0 0.07046063783725762 -0.08818110751706808 0.0 0.08818110751706808 
0.6561000000000001 0.0 0.6561000000000001 0.8244985600000001 0.0 0.8244985600000001 0.30169999999999997 0.0 0.30169999999999997 0.02916644641295424 0.0 0.02916644641295424 -0.0950515394044162 0.0 0.0950515394044162 
0.5904900000000001 0.0 0.5904900000000001 0.7493164928000001 0.0 0.7493164928000001 0.09608999999999998 0.0 0.09608999999999998 0.012073423860792423 0.0 0.012073423860792423 -0.09873210168581485 0.0 0.09873210168581485 
0.531441 0.0 0.531441 0.6666663024640002 0.0 0.6666663024640002 -0.07800700000000002 0.0 0.07800700000000002 0.004997802462853169 0.0 0.004997802462853169 -0.10082773165516064 0.0 0.10082773165516064 
0.4782969 0.0 0.4782969 0.5789478051123201 0.0 0.5789478051123201 -0.20948390000000003 0.0 0.20948390000000003 0.0020688453084625955 0.0 0.0020688453084625955 -0.10187949107916104 0.0 0.10187949107916104 
0.43046721 0.0 0.43046721 0.48842220139356174 0.0 0.48842220139356174 -0.29371703000000005 0.0 0.29371703000000005 0.0008564006755032222 0.0 0.0008564006755032222 -0.10211836144600046 0.0 0.10211836144600046 
0.387420489 0.0 0.387420489 0.39718071401880795 0.0 0.39718071401880795 -0.3317318310000001 0.0 0.3317318310000001 0.0003545079608093817 0.0 0.0003545079608093817 -0.10166972436056394 0.0 0.10166972436056394 
0.3486784401 0.0 0.3486784401 0.30711976110115335 0.0 0.30711976110115335 -0.3289704887000001 0.0 0.3289704887000001 0.00014674894392165323 0.0 0.00014674894392165323 -0.10061986874568857 0.0 0.10061986874568857 
0.31381059609 0.0 0.31381059609 0.21992250825324117 0.0 0.21992250825324117 -0.2938643659900001 0.0 0.2938643659900001 6.074688000089211e-05 0.0 6.074688000089211e-05 -0.09903948863427972 0.0 0.09903948863427972 
0.282429536481 0.0 0.282429536481 0.1370465305250554 0.0 0.1370465305250554 -0.2363930312230001 0.0 0.2363930312230001 2.5146235002418593e-05 0.0 2.5146235002418593e-05 -0.09699209871734714 0.0 0.09699209871734714 
0.2541865828329 0.0 0.2541865828329 0.059717219959187065 0.0 0.059717219959187065 -0.1667766602871001 0.0 0.1667766602871001 1.0409310483079576e-05 0.0 1.0409310483079576e-05 -0.09453691864681983 0.0 0.09453691864681983 
0.22876792454961 0.0 0.22876792454961 -0.011073503949278168 0.0 0.011073503949278168 -0.09440589750967006 0.0 0.09440589750967006 4.308945045771104e-06 0.0 4.308945045771104e-06 -0.0917297493936253 0.0 0.0917297493936253 
0.20589113209464902 0.0 0.20589113209464902 -0.0745636853879113 0.0 0.0745636853879113 -0.02706869753675903 0.0 0.02706869753675903 1.7836923432791713e-06 0.0 1.7836923432791713e-06 -0.08862316766310482 0.0 0.08862316766310482 
0.1853020188851841 0.0 0.1853020188851841 -0.1302135749749229 0.0 0.1302135749749229 0.029507932195245702 0.0 0.029507932195245702 7.383613254932243e-07 0.0 7.383613254932243e-07 -0.08526652627347828 0.0 0.08526652627347828 
0.16677181699666568 0.0 0.16677181699666568 -0.17769420410373488 0.0 0.17769420410373488 0.07181844276132493 0.0 0.07181844276132493 3.0564544891293046e-07 0.0 3.0564544891293046e-07 -0.08170592810155082 0.0 0.08170592810155082 
0.15009463529699912 0.0 0.15009463529699912 -0.21687288623759096 0.0 0.21687288623759096 0.09848500693805581 0.0 0.09848500693805581 1.2652225572457112e-07 0.0 1.2652225572457112e-07 -0.07798422268110797 0.0 0.07798422268110797 
0.1350851717672992 0.0 0.1350851717672992 -0.2477962424333096 0.0 0.2477962424333096 0.10996975758563494 0.0 0.10996975758563494 5.237402111030275e-08 0.0 5.237402111030275e-08 -0.07414103377000869 0.0 0.07414103377000869 
0.12157665459056928 0.0 0.12157665459056928 -0.2706713381607902 0.0 0.2706713381607902 0.10816058234513476 0.0 0.10816058234513476 2.1680281240272966e-08 0.0 2.1680281240272966e-08 -0.0702128142051521 0.0 0.0702128142051521 
0.10941898913151235 0.0 0.10941898913151235 -0.2858454975523069 0.0 0.2858454975523069 0.09589718391822113 0.0 0.09589718391822113 8.974575270197633e-09 0.0 8.974575270197633e-09 -0.066232922202866 0.0 0.066232922202866 
0.09847709021836111 0.0 0.09847709021836111 -0.29378533105362586 0.0 0.29378533105362586 0.07649674678486812 0.0 0.07649674678486812 3.7150348922055243e-09 0.0 3.7150348922055243e-09 -0.06223171394837249 0.0 0.06223171394837249 
0.088629381196525 0.0 0.088629381196525 -0.2950554745837404 0.0 0.2950554745837404 0.0533267223996989 0.0 0.0533267223996989 1.5378426092358778e-09 0.0 1.5378426092358778e-09 -0.05823664848679406 0.0 0.05823664848679406 
0.0797664430768725 0.0 0.0797664430768725 -0.2902974942691686 0.0 0.2902974942691686 0.029458030651593633 0.0 0.029458030651593633 6.365915689630022e-10 0.0 6.365915689630022e-10 -0.05427240191205879 0.0 0.05427240191205879 
0.07178979876918525 0.0 0.07178979876918525 -0.2802093621006707 0.0 0.2802093621006707 0.007417274187950056 0.0 0.007417274187950056 2.635177509330012e-10 0.0 2.635177509330012e-10 -0.05036098854929944 0.0 0.05036098854929944 
0.06461081889226672 0.0 0.06461081889226672 -0.26552585590700917 0.0 0.26552585590700917 -0.010957058401759812 0.0 0.010957058401759812 1.0908345074363233e-10 0.0 1.0908345074363233e-10 -0.04652188729676613 0.0 0.04652188729676613 
0.05814973700304005 0.0 0.05814973700304005 -0.2470001832145736 0.0 0.2470001832145736 -0.024560818633351723 0.0 0.024560818633351723 4.515520940812751e-11 0.0 4.515520940812751e-11 -0.04277217161017266 0.0 0.04277217161017266 
0.052334763302736044 0.0 0.052334763302736044 -0.2253870741270901 0.0 0.2253870741270901 -0.03298774495529008 0.0 0.03298774495529008 1.86920465276065e-11 0.0 1.86920465276065e-11 -0.03912664183442032 0.0 0.03912664183442032 
0.047101286972462436 0.0 0.047101286972462436 -0.20142753446581316 0.0 0.20142753446581316 -0.03643051151731176 0.0 0.03643051151731176 7.737592361321634e-12 0.0 7.737592361321634e-12 -0.03559795875331106 0.0 0.03559795875331106 
0.042391158275216195 0.0 0.042391158275216195 -0.17583539808134765 0.0 0.17583539808134765 -0.03554167361519793 0.0 0.03554167361519793 3.202984513309429e-12 0.0 3.202984513309429e-12 -0.03219677736039056 0.0 0.03219677736039056 
0.03815204244769457 0.0 0.03815204244769457 -0.14928576737370175 0.0 0.14928576737370175 -0.031276435931987076 0.0 0.031276435931987076 1.325878815196167e-12 0.0 1.325878815196167e-12 -0.028931879966716107 0.0 0.028931879966716107 
0.034336838202925116 0.0 0.034336838202925116 -0.1224053843893464 0.0 0.1224053843893464 -0.024736602192219685 0.0 0.024736602192219685 5.488489330126716e-13 0.0 5.488489330126716e-13 -0.02581030786142357 0.0 0.02581030786142357 
0.030903154382632605 0.0 0.030903154382632605 -0.09576493201563965 0.0 0.09576493201563965 -0.0170310749811838 0.0 0.0170310749811838 2.2719659430155356e-13 0.0 2.2719659430155356e-13 -0.022837490832374054 0.0 0.022837490832374054 
0.027812838944369346 0.0 0.027812838944369346 -0.06987322623899078 0.0 0.06987322623899078 -0.009163545714236715 0.0 0.009163545714236715 9.404826967393043e-14 0.0 9.404826967393043e-14 -0.02001737393892893 0.0 0.02001737393892893 
0.02503155504993241 0.0 0.02503155504993241 -0.04517322651522699 0.0 0.04517322651522699 -0.0019531677292553753 0.0 0.0019531677292553753 3.8931380357402927e-14 0.0 3.8931380357402927e-14 -0.017352541008076525 0.0 0.017352541008076525 
0.022528399544939168 0.0 0.022528399544939168 -0.022039762233535036 0.0 0.022039762233535036 0.004010451431655234 0.0 0.004010451431655234 1.611568593220921e-14 0.0 1.611568593220921e-14 -0.014844334399247877 0.0 0.014844334399247877 
0.02027555959044525 0.0 0.02027555959044525 -0.0007788491353415763 0.0 0.0007788491353415763 0.0083803016172182 0.0 0.0083803016172182 6.671105177400165e-15 0.0 6.671105177400165e-15 -0.012492970652492696 0.0 0.012492970652492696 
0.018248003631400726 0.0 0.018248003631400726 0.018371549635739372 0.0 0.018371549635739372 0.011038151603946753 0.0 0.011038151603946753 2.7615110194589487e-15 0.0 2.7615110194589487e-15 -0.010297651699402903 0.0 0.010297651699402903 
0.016423203268260654 0.0 0.016423203268260654 0.03523947753699744 0.0 0.03523947753699744 0.01206061643293492 0.0 0.01206061643293492 1.1431303971083771e-15 0.0 1.1431303971083771e-15 -0.008256671376384087 0.0 0.008256671376384087 
0.014780882941434589 0.0 0.014780882941434589 0.04971582309738975 0.0 0.04971582309738975 0.011672526652831961 0.0 0.011672526652831961 4.732000327303354e-16 0.0 4.732000327303354e-16 -0.0063675170356850734 0.0 0.0063675170356850734 
0.01330279464729113 0.0 0.01330279464729113 0.06175021763979503 0.0 0.06175021763979503 0.0101948021634664 0.0 0.0101948021634664 1.9588165229654142e-16 0.0 1.9588165229654142e-16 -0.004626966101105032 0.0 0.004626966101105032 
0.011972515182562017 0.0 0.011972515182562017 0.07134616837516389 0.0 0.07134616837516389 0.00799314235562731 0.0 0.00799314235562731 8.10854164253387e-17 0.0 8.10854164253387e-17 -0.0030311774626177223 0.0 0.0030311774626177223 
0.010775263664305815 0.0 0.010775263664305815 0.07855560066949258 0.0 0.07855560066949258 0.005432500273793307 0.0 0.005432500273793307 3.3565393592438445e-17 0.0 3.3565393592438445e-17 -0.0015757776474065867 0.0 0.0015757776474065867 
0.009697737297875235 0.0 0.009697737297875235 0.08347297772099856 0.0 0.08347297772099856 0.002840736580946774 0.0 0.002840736580946774 1.3894430055158982e-17 0.0 1.3894430055158982e-17 -0.00025594174412712557 0.0 0.00025594174412712557 
0.00872796356808771 0.0 0.00872796356808771 0.08622915751293396 0.0 0.08622915751293396 0.00048325196857487013 0.0 0.00048325196857487013 5.7516139659150725e-18 0.0 5.7516139659150725e-18 0.0009335309072507055 0.0 0.0009335309072507055 
0.00785516721127894 0.0 0.00785516721127894 0.08698513617541714 0.0 0.08698513617541714 -0.0014510609181801403 0.0 0.0014510609181801403 2.3808866633307032e-18 0.0 2.3808866633307032e-18 0.0019981462157633053 0.0 0.0019981462157633053 
0.007069650490151046 0.0 0.007069650490151046 0.08592581424814368 0.0 0.08592581424814368 -0.0028534051357661347 0.0 0.0028534051357661347 9.85570543715053e-19 0.0 9.85570543715053e-19 0.0029436499572474666 0.0 0.0029436499572474666 
0.006362685441135941 0.0 0.006362685441135941 0.08325390822863468 0.0 0.08325390822863468 -0.003689939996258317 0.0 0.003689939996258317 4.079779653517532e-19 0.0 4.079779653517532e-19 0.003775967411788144 0.0 0.003775967411788144 
0.005726416897022347 0.0 0.005726416897022347 0.07918411464650389 0.0 0.07918411464650389 -0.003990173885026231 0.0 0.003990173885026231 1.6888290876180957e-19 0.0 1.6888290876180957e-19 0.004501147901003262 0.0 0.004501147901003262 
0.005153775207320112 0.0 0.005153775207320112 0.0739376181296561 0.0 0.0739376181296561 -0.003831343607537939 0.0 0.003831343607537939 6.990925808274693e-20 0.0 6.990925808274693e-20 0.005125314086310025 0.0 0.005125314086310025 
0.0046383976865881004 0.0 0.0046383976865881004 0.06773701890189997 0.0 0.06773701890189997 -0.0033211450247935116 0.0 0.0033211450247935116 2.8939011066970144e-20 0.0 2.8939011066970144e-20 0.005654615873061355 0.0 0.005654615873061355 
0.0041745579179292905 0.0 0.0041745579179292905 0.06080173921888145 0.0 0.06080173921888145 -0.002580871656118619 0.0 0.002580871656118619 1.1979334132583233e-20 0.0 1.1979334132583233e-20 0.006095188751792904 0.0 0.006095188751792904 
0.0037571021261363613 0.0 0.0037571021261363613 0.05334395271978715 0.0 0.05334395271978715 -0.0017305657955668428 0.0 0.0017305657955668428 4.9588579902740355e-21 0.0 4.9588579902740355e-21 0.006453116396606115 0.0 0.006453116396606115 
0.0033813919135227254 0.0 0.0033813919135227254 0.045565065816206535 0.0 0.045565065816206535 -0.0008772645275687376 0.0 0.0008772645275687376 2.0527244916577e-21 0.0 2.0527244916577e-21 0.0067343973317588075 0.0 0.0067343973317588075 
